Company,Record_ID,Region,Country,City,Warehouse_ID,Warehouse_Name,SKU_ID,Product_Name,Product_Category,ABC_Classification,Supplier_Name,Unit_Cost_USD,Unit_Price_USD,Lead_Time_Days,Week_Start_Date,Month_Name,Quarter,Week_Number,Beginning_Inventory_Units,Units_Received,Demand_Forecast_Units,Actual_Demand_Units,Units_Sold,Backorder_Units,Ending_Inventory_Units,Safety_Stock_Units,Reorder_Point_Units,Max_Stock_Level_Units,Stockout_Flag,Stockout_Days,Fill_Rate_Percent,Avg_Inventory_Units,Inventory_Value_USD,Inventory_Turnover_Ratio_Annualized,Days_of_Supply,Carrying_Cost_Percent_Annual,Weekly_Carrying_Cost_USD
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403804,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1147,Green Tea (Box),Grocery/FMCG,B,Global Source Partners,61.89,129.29,10,2026-02-23,Feb-2026,Q1,8,231.0,300,138.6,153.0,153.0,0.0,378.0,131,328,548,No,0,100.0,304.5,23394.42,26.13,17.3,0.195,70.67
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403830,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1148,Olive Oil 1L,Grocery/FMCG,A,Global Source Partners,98.24,173.03,30,2026-02-23,Feb-2026,Q1,8,314.0,0,159.0,161.0,161.0,0.0,153.0,67,748,1216,No,0,100.0,233.5,15030.72,35.85,6.7,0.237,104.55
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403856,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1149,Cereal Box,Grocery/FMCG,A,Apex Wholesale,26.43,51.61,14,2026-02-23,Feb-2026,Q1,8,1206.0,0,402.2,411.0,411.0,0.0,795.0,283,1087,2040,No,0,100.0,1000.5,21011.85,21.36,13.5,0.231,117.47
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403882,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1150,Running Shoes,Apparel,C,Summit Vendor Group,28.07,72.49,21,2026-02-23,Feb-2026,Q1,8,53.0,38,16.0,18.0,18.0,0.0,73.0,9,56,97,No,0,100.0,63.0,2049.11,14.86,28.4,0.211,7.18
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403908,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1151,Wool Sweater,Apparel,B,Global Source Partners,63.73,163.61,14,2026-02-23,Feb-2026,Q1,8,388.0,0,110.8,87.0,87.0,0.0,301.0,99,320,649,No,0,100.0,344.5,19182.73,13.13,24.2,0.161,67.98
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403934,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1152,Vacuum Flask,Home & Kitchen,C,Meridian Trading Co.,13.02,26.31,30,2026-02-23,Feb-2026,Q1,8,37.0,0,8.7,10.0,10.0,0.0,27.0,8,45,64,No,0,100.0,32.0,351.54,16.25,18.9,0.166,1.33
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403960,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1153,Smart Plug,Electronics,C,Vertex Sourcing Inc.,64.62,140.15,7,2026-02-23,Feb-2026,Q1,8,25.0,51,25.1,26.0,26.0,0.0,50.0,10,35,81,No,0,100.0,37.5,3231.0,36.05,13.5,0.195,9.09
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403986,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1154,Candle Set,Home & Kitchen,A,Apex Wholesale,148.24,228.95,14,2026-02-23,Feb-2026,Q1,8,740.0,0,302.3,329.0,329.0,0.0,411.0,245,849,1494,No,0,100.0,575.5,60926.64,29.73,8.7,0.264,433.12
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404012,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1155,Hair Oil,Health & Beauty,C,Apex Wholesale,125.05,276.47,21,2026-02-23,Feb-2026,Q1,8,16.0,0,20.7,17.0,16.0,1.0,0.0,14,76,107,Yes,2,94.12,8.0,0.0,104.0,0.0,0.224,4.31
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404038,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1156,Deodorant,Health & Beauty,A,Apex Wholesale,134.04,290.1,10,2026-02-23,Feb-2026,Q1,8,214.0,691,189.7,173.0,173.0,0.0,732.0,95,366,928,No,0,100.0,473.0,98117.28,19.02,29.6,0.186,226.78
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404064,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1157,HDMI Cable,Electronics,C,Summit Vendor Group,41.34,76.37,10,2026-02-23,Feb-2026,Q1,8,8.0,32,12.1,12.0,12.0,0.0,28.0,6,23,44,No,0,100.0,18.0,1157.52,34.67,16.3,0.211,3.02
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404090,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1158,Hand Sanitizer,Health & Beauty,B,Global Source Partners,81.28,131.37,14,2026-02-23,Feb-2026,Q1,8,0.0,0,90.8,102.0,0.0,102.0,0.0,77,258,491,Yes,3,0.0,0.0,0.0,0.0,0.0,0.185,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404116,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1159,Sports Bra,Apparel,B,Pioneer Import Export,83.15,159.61,7,2026-02-23,Feb-2026,Q1,8,204.0,249,129.7,113.0,113.0,0.0,340.0,85,214,462,No,0,100.0,272.0,28271.0,21.6,21.1,0.232,100.91
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404142,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1160,LED Desk Lamp,Home & Kitchen,C,Union Supply Chain Ltd.,99.25,170.13,14,2026-02-23,Feb-2026,Q1,8,67.0,0,26.0,25.0,25.0,0.0,42.0,13,65,133,No,0,100.0,54.5,4168.5,23.85,11.8,0.202,21.01
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404168,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1161,Lip Balm (3-pack),Health & Beauty,C,Apex Wholesale,52.86,131.57,10,2026-02-23,Feb-2026,Q1,8,186.0,0,48.9,51.0,51.0,0.0,135.0,38,107,231,No,0,100.0,160.5,7136.1,16.52,18.5,0.195,31.82
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404194,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1162,Formal Shirt,Apparel,C,Apex Wholesale,136.98,195.16,7,2026-02-23,Feb-2026,Q1,8,109.0,0,43.7,54.0,54.0,0.0,55.0,35,78,163,No,0,100.0,82.0,7533.9,34.24,7.1,0.185,39.96
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404220,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1163,Tablet Stylus,Electronics,B,Union Supply Chain Ltd.,41.6,105.45,21,2026-02-23,Feb-2026,Q1,8,0.0,0,108.3,103.0,0.0,103.0,0.0,106,430,752,Yes,1,0.0,0.0,0.0,0.0,0.0,0.216,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404246,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1164,Bath Towel Set,Home & Kitchen,C,Vertex Sourcing Inc.,56.26,99.6,7,2026-02-23,Feb-2026,Q1,8,28.0,0,10.4,9.0,9.0,0.0,19.0,7,17,47,No,0,100.0,23.5,1068.94,19.91,14.8,0.278,7.07
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404272,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1165,Wireless Mouse,Electronics,C,Union Supply Chain Ltd.,143.17,231.75,14,2026-02-23,Feb-2026,Q1,8,117.0,0,47.4,41.0,41.0,0.0,76.0,22,116,188,No,0,100.0,96.5,10880.92,22.09,13.0,0.214,56.86
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404298,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1166,Cutlery Set,Home & Kitchen,A,BlueOcean Distributors,81.09,187.44,14,2026-02-23,Feb-2026,Q1,8,0.0,0,402.2,306.0,0.0,306.0,0.0,186,990,1889,Yes,4,0.0,0.0,0.0,0.0,0.0,0.231,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404324,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1167,Portable SSD,Electronics,C,Meridian Trading Co.,3.48,8.2,7,2026-02-23,Feb-2026,Q1,8,61.0,0,28.5,22.0,22.0,0.0,39.0,16,44,99,No,0,100.0,50.0,135.72,22.88,12.4,0.268,0.9
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404350,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1168,Denim Jacket,Apparel,C,Union Supply Chain Ltd.,137.99,230.25,21,2026-02-23,Feb-2026,Q1,8,0.0,0,14.1,17.0,0.0,17.0,0.0,10,52,89,Yes,3,0.0,0.0,0.0,0.0,0.0,0.191,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404376,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1169,Electric Toothbrush,Health & Beauty,A,Pioneer Import Export,33.12,76.41,7,2026-02-23,Feb-2026,Q1,8,324.0,1073,469.3,425.0,425.0,0.0,972.0,353,822,1532,No,0,100.0,648.0,32192.64,34.1,16.0,0.228,94.1
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404402,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1170,Cutting Board,Home & Kitchen,C,Summit Vendor Group,134.02,290.22,14,2026-02-23,Feb-2026,Q1,8,23.0,0,7.1,6.0,6.0,0.0,17.0,4,18,34,No,0,100.0,20.0,2278.34,15.6,19.8,0.183,9.43
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404428,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1171,Sneakers,Apparel,C,Summit Vendor Group,81.67,199.57,21,2026-02-23,Feb-2026,Q1,8,35.0,0,8.4,10.0,10.0,0.0,25.0,6,31,48,No,0,100.0,30.0,2041.75,17.33,17.5,0.16,7.54
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404454,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1172,USB-C Charger,Electronics,C,Apex Wholesale,121.4,263.72,10,2026-02-23,Feb-2026,Q1,8,22.0,29,13.2,13.0,13.0,0.0,38.0,12,30,53,No,0,100.0,30.0,4613.2,22.53,20.5,0.266,18.63
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404480,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1173,Multivitamin Bottle,Health & Beauty,C,Pioneer Import Export,141.91,342.87,7,2026-02-23,Feb-2026,Q1,8,6.0,13,6.7,5.0,5.0,0.0,14.0,2,8,21,No,0,100.0,10.0,1986.74,26.0,19.6,0.178,4.86
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404506,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1174,Door Mat,Home & Kitchen,B,Global Source Partners,8.53,19.28,21,2026-02-23,Feb-2026,Q1,8,323.0,0,86.0,103.0,103.0,0.0,220.0,60,317,459,No,0,100.0,271.5,1876.6,19.73,15.0,0.261,11.62
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404532,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1175,Laptop Stand,Electronics,C,BlueOcean Distributors,75.64,108.33,10,2026-02-23,Feb-2026,Q1,8,156.0,0,46.6,40.0,40.0,0.0,116.0,20,86,217,No,0,100.0,136.0,8774.24,15.29,20.3,0.27,53.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404558,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1176,Power Bank,Electronics,B,Apex Wholesale,87.97,221.9,10,2026-02-23,Feb-2026,Q1,8,34.0,303,87.5,81.0,81.0,0.0,256.0,43,168,343,No,0,100.0,145.0,22520.32,29.05,22.1,0.159,39.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404584,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1177,Sunscreen SPF50,Health & Beauty,B,Apex Wholesale,50.99,107.27,14,2026-02-23,Feb-2026,Q1,8,221.0,0,131.4,151.0,151.0,0.0,70.0,124,386,629,No,0,100.0,145.5,3569.3,53.97,3.2,0.252,35.95
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404610,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1178,Throw Blanket,Home & Kitchen,B,Summit Vendor Group,25.45,61.61,14,2026-02-23,Feb-2026,Q1,8,212.0,0,53.8,63.0,63.0,0.0,149.0,34,141,294,No,0,100.0,180.5,3792.05,18.15,16.6,0.244,21.56
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404636,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1179,Router,Electronics,C,Summit Vendor Group,98.22,147.03,10,2026-02-23,Feb-2026,Q1,8,73.0,0,39.7,45.0,45.0,0.0,28.0,24,80,154,No,0,100.0,50.5,2750.16,46.34,4.4,0.236,22.51
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV404662,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1180,Face Mask (Pack),Health & Beauty,C,Vertex Sourcing Inc.,27.38,67.08,7,2026-02-23,Feb-2026,Q1,8,16.0,0,6.3,6.0,6.0,0.0,10.0,5,11,24,No,0,100.0,13.0,273.8,24.0,11.7,0.188,1.29
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400009,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1001,Webcam,Electronics,A,Meridian Trading Co.,79.86,135.87,14,2026-03-02,Mar-2026,Q1,9,938.0,0,454.9,417.0,417.0,0.0,521.0,148,875,1805,No,0,100.0,729.5,41607.06,29.72,8.7,0.276,309.21
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400035,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1002,Sparkling Water (Pack),Grocery/FMCG,C,Apex Wholesale,76.72,179.92,10,2026-03-02,Mar-2026,Q1,9,164.0,0,62.2,75.0,75.0,0.0,89.0,46,117,233,No,0,100.0,126.5,6828.08,30.83,8.3,0.16,29.86
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400061,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1003,Cutlery Set,Home & Kitchen,C,Vertex Sourcing Inc.,118.56,231.19,14,2026-03-02,Mar-2026,Q1,9,15.0,26,11.1,11.0,11.0,0.0,30.0,5,22,43,No,0,100.0,22.5,3556.8,25.42,19.1,0.156,8.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400087,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1004,Body Lotion,Health & Beauty,C,Union Supply Chain Ltd.,36.94,64.4,14,2026-03-02,Mar-2026,Q1,9,72.0,0,31.0,30.0,30.0,0.0,42.0,17,66,104,No,0,100.0,57.0,1551.48,27.37,9.8,0.244,9.88
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400113,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1005,Green Tea (Box),Grocery/FMCG,C,BlueOcean Distributors,103.77,242.16,21,2026-03-02,Mar-2026,Q1,9,41.0,0,12.5,10.0,10.0,0.0,31.0,8,38,54,No,0,100.0,36.0,3216.87,14.44,21.7,0.209,15.01
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400139,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1006,Vitamin C Serum,Health & Beauty,C,Meridian Trading Co.,34.0,59.36,21,2026-03-02,Mar-2026,Q1,9,48.0,0,19.1,15.0,15.0,0.0,33.0,12,57,94,No,0,100.0,40.5,1122.0,19.26,15.4,0.269,7.12
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400165,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1007,Lip Balm (3-pack),Health & Beauty,C,Global Source Partners,36.45,94.18,10,2026-03-02,Mar-2026,Q1,9,13.0,0,22.6,24.0,13.0,11.0,0.0,17,42,73,Yes,1,54.17,6.5,0.0,104.0,0.0,0.237,1.08
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400191,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1008,Door Mat,Home & Kitchen,B,Pioneer Import Export,65.42,169.28,21,2026-03-02,Mar-2026,Q1,9,267.0,0,176.2,167.0,167.0,0.0,100.0,122,544,815,No,0,100.0,183.5,6542.0,47.32,4.2,0.183,42.25
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400217,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1009,Hoodie,Apparel,B,Pioneer Import Export,55.61,137.95,10,2026-03-02,Mar-2026,Q1,9,142.0,263,125.3,154.0,154.0,0.0,251.0,43,186,434,No,0,100.0,196.5,13958.11,40.75,11.4,0.226,47.49
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400243,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1010,Instant Coffee Jar,Grocery/FMCG,B,Apex Wholesale,125.1,209.51,7,2026-03-02,Mar-2026,Q1,9,320.0,0,176.8,217.0,217.0,0.0,103.0,58,199,460,No,0,100.0,211.5,12885.3,53.35,3.3,0.179,91.08
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400269,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1011,Storage Containers (Set),Home & Kitchen,A,Apex Wholesale,78.27,132.77,10,2026-03-02,Mar-2026,Q1,9,884.0,0,504.8,383.0,383.0,0.0,501.0,267,843,1770,No,0,100.0,692.5,39213.27,28.76,9.2,0.272,283.52
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400295,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1012,HDMI Cable,Electronics,C,Summit Vendor Group,85.63,142.39,10,2026-03-02,Mar-2026,Q1,9,100.0,0,48.7,38.0,38.0,0.0,62.0,23,78,192,No,0,100.0,81.0,5309.06,24.4,11.4,0.162,21.61
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400321,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1013,Bath Towel Set,Home & Kitchen,C,Pioneer Import Export,4.11,9.92,7,2026-03-02,Mar-2026,Q1,9,29.0,0,14.0,17.0,17.0,0.0,12.0,7,18,43,No,0,100.0,20.5,49.32,43.12,4.9,0.258,0.42
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400347,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1014,Wireless Earbuds,Electronics,C,Global Source Partners,109.6,193.89,10,2026-03-02,Mar-2026,Q1,9,109.0,0,39.8,32.0,32.0,0.0,77.0,21,66,148,No,0,100.0,93.0,8439.2,17.89,16.8,0.207,40.58
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400373,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1015,Sports Bra,Apparel,C,Vertex Sourcing Inc.,25.87,61.24,21,2026-03-02,Mar-2026,Q1,9,197.0,0,45.2,36.0,36.0,0.0,161.0,14,122,228,No,0,100.0,179.0,4165.07,10.46,31.3,0.272,24.22
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400399,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1016,Deodorant,Health & Beauty,B,Apex Wholesale,75.78,145.14,14,2026-03-02,Mar-2026,Q1,9,0.0,0,118.7,135.0,0.0,135.0,0.0,45,234,413,Yes,1,0.0,0.0,0.0,0.0,0.0,0.276,0.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400425,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1017,Women's Leggings,Apparel,C,Vertex Sourcing Inc.,62.06,161.36,7,2026-03-02,Mar-2026,Q1,9,67.0,0,26.7,31.0,31.0,0.0,36.0,17,38,89,No,0,100.0,51.5,2234.16,31.3,8.1,0.174,10.69
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400451,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1018,Face Mask (Pack),Health & Beauty,C,Apex Wholesale,72.25,115.3,10,2026-03-02,Mar-2026,Q1,9,32.0,30,18.6,16.0,16.0,0.0,46.0,13,34,64,No,0,100.0,39.0,3323.5,21.33,20.1,0.244,13.22
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400477,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1019,Hand Sanitizer,Health & Beauty,C,Apex Wholesale,134.16,326.82,14,2026-03-02,Mar-2026,Q1,9,9.0,0,50.7,55.0,9.0,46.0,0.0,39,120,214,Yes,1,16.36,4.5,0.0,104.0,0.0,0.258,3.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400503,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1020,Ceramic Mug Set,Home & Kitchen,C,Meridian Trading Co.,102.92,234.42,10,2026-03-02,Mar-2026,Q1,9,99.0,0,49.0,50.0,50.0,0.0,49.0,28,84,149,No,0,100.0,74.0,5043.08,35.14,6.9,0.199,29.15
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400529,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1021,Cereal Box,Grocery/FMCG,A,Meridian Trading Co.,81.45,189.19,10,2026-03-02,Mar-2026,Q1,9,537.0,719,410.7,392.0,392.0,0.0,864.0,195,664,1332,No,0,100.0,700.5,70372.8,29.1,15.4,0.163,178.85
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400555,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1022,Bluetooth Speaker,Electronics,C,Vertex Sourcing Inc.,76.39,132.63,7,2026-03-02,Mar-2026,Q1,9,62.0,0,33.2,37.0,37.0,0.0,25.0,16,42,92,No,0,100.0,43.5,1909.75,44.23,4.7,0.192,12.27
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400581,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1023,Peanut Butter Jar,Grocery/FMCG,C,Pioneer Import Export,34.25,53.09,10,2026-03-02,Mar-2026,Q1,9,32.0,62,31.3,35.0,35.0,0.0,59.0,24,59,97,No,0,100.0,45.5,2020.75,40.0,11.8,0.272,8.15
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400607,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1024,Olive Oil 1L,Grocery/FMCG,B,Pioneer Import Export,106.99,242.54,10,2026-03-02,Mar-2026,Q1,9,305.0,0,141.5,175.0,175.0,0.0,130.0,48,209,435,No,0,100.0,217.5,13908.7,41.84,5.2,0.246,110.09
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400633,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1025,Portable SSD,Electronics,A,Union Supply Chain Ltd.,12.6,23.14,10,2026-03-02,Mar-2026,Q1,9,699.0,671,484.6,491.0,491.0,0.0,879.0,225,778,1403,No,0,100.0,789.0,11075.4,32.36,12.5,0.268,51.24
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400659,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1026,Protein Powder,Grocery/FMCG,C,Summit Vendor Group,109.08,265.46,21,2026-03-02,Mar-2026,Q1,9,82.0,0,26.5,28.0,28.0,0.0,54.0,18,81,135,No,0,100.0,68.0,5890.32,21.41,13.5,0.204,29.1
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400685,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1027,Vacuum Flask,Home & Kitchen,C,Meridian Trading Co.,75.53,151.31,7,2026-03-02,Mar-2026,Q1,9,79.0,0,56.1,43.0,43.0,0.0,36.0,26,70,181,No,0,100.0,57.5,2719.08,38.89,5.9,0.23,19.21
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400711,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1028,Non-stick Pan,Home & Kitchen,C,Union Supply Chain Ltd.,119.72,304.78,10,2026-03-02,Mar-2026,Q1,9,121.0,0,53.8,55.0,55.0,0.0,66.0,37,98,195,No,0,100.0,93.5,7901.52,30.59,8.4,0.248,53.39
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400737,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1029,Candle Set,Home & Kitchen,C,Summit Vendor Group,5.95,12.58,10,2026-03-02,Mar-2026,Q1,9,82.0,0,38.7,29.0,29.0,0.0,53.0,15,59,128,No,0,100.0,67.5,315.35,22.34,12.8,0.237,1.83
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400763,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1030,Electric Toothbrush,Health & Beauty,A,Summit Vendor Group,114.92,189.57,7,2026-03-02,Mar-2026,Q1,9,1021.0,0,502.8,466.0,466.0,0.0,555.0,356,758,1629,No,0,100.0,788.0,63780.6,30.75,8.3,0.181,315.21
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400789,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1031,Wall Clock,Home & Kitchen,C,BlueOcean Distributors,126.92,241.0,30,2026-03-02,Mar-2026,Q1,9,58.0,45,18.1,17.0,17.0,0.0,86.0,9,71,111,No,0,100.0,72.0,10915.12,12.28,35.4,0.178,31.28
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400815,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1032,Baseball Cap,Apparel,B,Apex Wholesale,46.74,68.22,14,2026-03-02,Mar-2026,Q1,9,174.0,0,80.1,84.0,84.0,0.0,90.0,37,165,263,No,0,100.0,132.0,4206.6,33.09,7.5,0.231,27.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400841,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1033,Rice 5kg,Grocery/FMCG,C,Meridian Trading Co.,73.21,183.59,21,2026-03-02,Mar-2026,Q1,9,91.0,0,47.2,37.0,37.0,0.0,54.0,21,134,229,No,0,100.0,72.5,3953.34,26.54,10.2,0.253,25.82
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400867,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1034,Wool Sweater,Apparel,C,Summit Vendor Group,122.85,250.76,7,2026-03-02,Mar-2026,Q1,9,90.0,0,53.6,45.0,45.0,0.0,45.0,40,82,195,No,0,100.0,67.5,5528.25,34.67,7.0,0.178,28.39
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400893,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1035,Rain Jacket,Apparel,B,Meridian Trading Co.,45.25,90.49,14,2026-03-02,Mar-2026,Q1,9,196.0,0,97.0,93.0,93.0,0.0,103.0,73,228,447,No,0,100.0,149.5,4660.75,32.35,7.8,0.27,35.13
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400919,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1036,Men's T-Shirt,Apparel,C,Apex Wholesale,96.94,145.96,14,2026-03-02,Mar-2026,Q1,9,38.0,0,13.2,16.0,16.0,0.0,22.0,5,26,54,No,0,100.0,30.0,2132.68,27.73,9.6,0.163,9.12
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400945,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1037,Denim Jacket,Apparel,B,BlueOcean Distributors,69.89,100.47,7,2026-03-02,Mar-2026,Q1,9,138.0,251,130.7,118.0,118.0,0.0,271.0,91,195,422,No,0,100.0,204.5,18940.19,30.0,16.1,0.214,58.82
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV400971,North America,USA,Dallas,WH001,Dallas Regional DC,SKU1038,Throw Blanket,Home & Kitchen,B,Global Source Partners,100.88,225.16,14,2026-03-02,Mar-2026,Q1,9,155.0,0,81.7,95.0,95.0,0.0,60.0,51,181,318,No,0,100.0,107.5,6052.8,45.95,4.4,0.156,32.53
