Company,Record_ID,Year,Month_Name,Quarter,Business_Segment,Asset_Name,Asset_Type,Region,Customer_Segment,Gas_Volume_MMSCMD,Capacity_MMSCMD,Capacity_Utilization_Percent,Average_Price_USD_per_MMBTU,Revenue_INR_Lakh,Opex_INR_Lakh,EBITDA_INR_Lakh,EBITDA_Margin_Percent,Flaring_Loss_MMSCM,Pipeline_Length_KM,Number_of_Customers,Reserves_BCM,Wells_in_Operation,Lifting_Cost_USD_per_BOE
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700302,2021,Feb-2021,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.61,3.22,81.06,7.47,18.69,7.27,11.42,61.1,0.049,0,0,10,9,7.57
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700303,2021,Mar-2021,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.77,3.22,86.02,7.4,19.65,7.31,12.34,62.8,0.043,0,0,10,9,5.68
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700304,2021,Apr-2021,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.61,3.22,81.06,6.16,15.41,5.65,9.76,63.34,0.033,0,0,10,10,4.76
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700305,2021,May-2021,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.68,3.22,83.23,6.15,15.8,6.23,9.57,60.57,0.044,0,0,10,10,5.18
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700306,2021,Jun-2021,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.55,3.22,79.19,6.11,14.94,7.13,7.81,52.28,0.035,0,0,10,9,9.32
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700307,2021,Jul-2021,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.74,3.22,85.09,7.19,18.89,7.06,11.83,62.63,0.038,0,0,10,10,6.26
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700308,2021,Aug-2021,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.54,3.22,78.88,7.29,17.75,8.48,9.27,52.23,0.021,0,0,10,10,8.76
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700309,2021,Sep-2021,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.59,3.22,80.43,6.97,17.31,6.81,10.5,60.66,0.026,0,0,10,9,9.15
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700310,2021,Oct-2021,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.63,3.22,81.68,6.26,15.78,6.96,8.82,55.89,0.025,0,0,10,9,6.37
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700311,2021,Nov-2021,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.59,3.22,80.43,6.12,15.2,5.52,9.68,63.68,0.031,0,0,10,9,4.8
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700312,2021,Dec-2021,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.52,3.22,78.26,6.22,15.03,5.93,9.1,60.55,0.037,0,0,10,9,5.53
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700313,2022,Jan-2022,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.64,3.22,81.99,6.89,17.44,6.62,10.82,62.04,0.025,0,0,10,10,3.58
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700314,2022,Feb-2022,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.68,3.22,83.23,7.22,18.55,8.06,10.49,56.55,0.018,0,0,10,9,5.55
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700315,2022,Mar-2022,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.54,3.22,78.88,6.9,16.8,8.05,8.75,52.08,0.021,0,0,10,9,5.58
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700316,2022,Apr-2022,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.64,3.22,81.99,6.95,17.59,6.52,11.07,62.93,0.048,0,0,10,9,8.85
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700317,2022,May-2022,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.55,3.22,79.19,6.55,16.01,6.2,9.81,61.27,0.043,0,0,10,9,6.46
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700318,2022,Jun-2022,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.62,3.22,81.37,7.22,18.13,6.4,11.73,64.7,0.048,0,0,10,9,4.05
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700319,2022,Jul-2022,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.5,3.22,77.64,7.16,17.16,8.22,8.94,52.1,0.029,0,0,10,9,7.21
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700320,2022,Aug-2022,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.57,3.22,79.81,7.1,17.49,8.51,8.98,51.34,0.025,0,0,10,9,5.61
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700321,2022,Sep-2022,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.32,3.22,72.05,7.36,16.37,6.9,9.47,57.85,0.022,0,0,10,9,3.72
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700322,2022,Oct-2022,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.42,3.22,75.16,6.69,15.52,6.85,8.67,55.86,0.021,0,0,10,9,7.49
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700323,2022,Nov-2022,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.37,3.22,73.6,7.01,15.93,7.62,8.31,52.17,0.034,0,0,10,9,6.95
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700324,2022,Dec-2022,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.54,3.22,78.88,6.54,15.92,7.67,8.25,51.82,0.015,0,0,10,9,8.11
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700325,2023,Jan-2023,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.66,3.22,82.61,6.45,16.45,7.36,9.09,55.26,0.032,0,0,10,9,5.18
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700326,2023,Feb-2023,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.71,3.22,84.16,7.49,19.46,9.37,10.09,51.85,0.051,0,0,10,9,9.25
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700327,2023,Mar-2023,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.49,3.22,77.33,6.94,16.57,7.06,9.51,57.39,0.033,0,0,10,10,8.57
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700328,2023,Apr-2023,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.67,3.22,82.92,6.56,16.79,8.15,8.64,51.46,0.03,0,0,10,9,5.31
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700329,2023,May-2023,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.37,3.22,73.6,7.48,16.99,7.16,9.83,57.86,0.044,0,0,10,10,3.61
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700330,2023,Jun-2023,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.5,3.22,77.64,6.76,16.2,6.86,9.34,57.65,0.024,0,0,10,9,3.96
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700331,2023,Jul-2023,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.5,3.22,77.64,6.14,14.72,7.24,7.48,50.82,0.021,0,0,10,9,3.93
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700332,2023,Aug-2023,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.38,3.22,73.91,7.49,17.09,6.67,10.42,60.97,0.041,0,0,10,9,9.15
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700333,2023,Sep-2023,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.34,3.22,72.67,6.73,15.1,6.92,8.18,54.17,0.015,0,0,10,9,5.57
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700334,2023,Oct-2023,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.33,3.22,72.36,7.34,16.4,6.96,9.44,57.56,0.032,0,0,10,9,6.2
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700335,2023,Nov-2023,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.47,3.22,76.71,6.06,14.35,5.77,8.58,59.79,0.022,0,0,10,9,5.74
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700336,2023,Dec-2023,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.51,3.22,77.95,6.26,15.06,5.65,9.41,62.48,0.022,0,0,10,10,7.22
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700337,2024,Jan-2024,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.44,3.22,75.78,6.4,14.97,6.53,8.44,56.38,0.014,0,0,10,9,3.61
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700338,2024,Feb-2024,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.62,3.22,81.37,6.52,16.38,7.67,8.71,53.17,0.032,0,0,10,10,8.42
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700339,2024,Mar-2024,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.49,3.22,77.33,7.11,16.97,7.83,9.14,53.86,0.034,0,0,10,9,7.99
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700340,2024,Apr-2024,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.41,3.22,74.84,6.82,15.76,6.27,9.49,60.22,0.04,0,0,10,9,3.62
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700341,2024,May-2024,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.52,3.22,78.26,7.03,16.98,7.92,9.06,53.36,0.018,0,0,10,10,8.78
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700342,2024,Jun-2024,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.36,3.22,73.29,6.59,14.91,6.14,8.77,58.82,0.016,0,0,10,9,7.97
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700343,2024,Jul-2024,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.2,3.22,68.32,6.09,12.84,5.45,7.39,57.55,0.022,0,0,10,10,8.48
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700344,2024,Aug-2024,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.4,3.22,74.53,6.05,13.92,5.21,8.71,62.57,0.014,0,0,10,10,4.86
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700345,2024,Sep-2024,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.2,3.22,68.32,6.52,13.75,5.91,7.84,57.02,0.039,0,0,10,9,5.53
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700346,2024,Oct-2024,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.26,3.22,70.19,6.97,15.1,6.01,9.09,60.2,0.017,0,0,10,10,8.6
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700347,2024,Nov-2024,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.37,3.22,73.6,6.56,14.9,5.77,9.13,61.28,0.042,0,0,10,9,4.18
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700348,2024,Dec-2024,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.2,3.22,68.32,6.9,14.55,6.79,7.76,53.33,0.019,0,0,10,9,5.3
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700349,2025,Jan-2025,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.44,3.22,75.78,6.31,14.76,6.14,8.62,58.4,0.021,0,0,10,9,6.76
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700350,2025,Feb-2025,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.53,3.22,78.57,7.26,17.61,8.79,8.82,50.09,0.05,0,0,10,9,7.23
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700351,2025,Mar-2025,Q1,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.37,3.22,73.6,7.4,16.81,6.98,9.83,58.48,0.02,0,0,10,9,4.13
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700352,2025,Apr-2025,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.37,3.22,73.6,6.27,14.25,6.55,7.7,54.04,0.02,0,0,10,9,4.24
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700353,2025,May-2025,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.28,3.22,70.81,6.62,14.47,6.93,7.54,52.11,0.025,0,0,10,10,7.12
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700354,2025,Jun-2025,Q2,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.16,3.22,67.08,7.34,15.2,7.05,8.15,53.62,0.015,0,0,10,10,4.84
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700355,2025,Jul-2025,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.15,3.22,66.77,6.34,13.07,6.26,6.81,52.1,0.025,0,0,10,9,5.42
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700356,2025,Aug-2025,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.1,3.22,65.22,7.16,14.41,5.93,8.48,58.85,0.036,0,0,10,10,6.93
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700357,2025,Sep-2025,Q3,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.23,3.22,69.25,6.17,13.19,5.63,7.56,57.32,0.04,0,0,10,10,8.5
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700358,2025,Oct-2025,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.25,3.22,69.88,7.36,15.88,7.75,8.13,51.2,0.041,0,0,10,9,7.28
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700359,2025,Nov-2025,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.33,3.22,72.36,6.29,14.05,5.61,8.44,60.07,0.016,0,0,10,9,8.15
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700360,2025,Dec-2025,Q4,Exploration & Production,Rajasthan Block RJ-1,Onshore Field,Rajasthan,N/A,2.38,3.22,73.91,6.87,15.67,5.72,9.95,63.5,0.03,0,0,10,10,4.9
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700361,2020,Jan-2020,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.76,12.65,92.96,6.61,74.52,30.96,43.56,58.45,0.184,0,0,60,20,8.03
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700362,2020,Feb-2020,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.69,12.65,92.41,6.47,72.51,34.27,38.24,52.74,0.193,0,0,60,20,7.62
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700363,2020,Mar-2020,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.92,12.65,86.32,6.05,63.33,28.98,34.35,54.24,0.143,0,0,60,21,7.29
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700364,2020,Apr-2020,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.1,12.65,87.75,6.94,73.85,26.8,47.05,63.71,0.112,0,0,60,20,7.53
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700365,2020,May-2020,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.58,12.65,91.54,6.87,76.27,29.25,47.02,61.65,0.202,0,0,60,20,5.26
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700366,2020,Jun-2020,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.04,12.65,87.27,7.2,76.2,27.56,48.64,63.83,0.131,0,0,60,20,7.95
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700367,2020,Jul-2020,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.5,12.65,83.0,6.44,64.82,29.9,34.92,53.87,0.098,0,0,60,20,4.67
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700368,2020,Aug-2020,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.94,12.65,78.58,6.74,64.23,26.44,37.79,58.84,0.057,0,0,60,21,6.37
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700369,2020,Sep-2020,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.7,12.65,84.58,6.99,71.7,32.95,38.75,54.04,0.057,0,0,60,20,8.6
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700370,2020,Oct-2020,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.65,12.65,84.19,6.2,63.3,29.2,34.1,53.87,0.058,0,0,60,20,8.36
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700371,2020,Nov-2020,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.7,12.65,84.58,7.49,76.83,32.99,43.84,57.06,0.153,0,0,60,20,5.16
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700372,2020,Dec-2020,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.39,12.65,82.13,6.81,67.83,32.76,35.07,51.7,0.193,0,0,60,21,7.42
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700373,2021,Jan-2021,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.54,12.65,83.32,6.14,62.04,28.8,33.24,53.58,0.09,0,0,60,21,4.66
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700374,2021,Feb-2021,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.42,12.65,90.28,6.8,74.44,28.99,45.45,61.06,0.126,0,0,60,20,7.13
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700375,2021,Mar-2021,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.47,12.65,90.67,6.49,71.36,29.48,41.88,58.69,0.111,0,0,60,20,8.71
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700376,2021,Apr-2021,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.9,12.65,86.17,6.35,66.35,23.63,42.72,64.39,0.096,0,0,60,20,7.09
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700377,2021,May-2021,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,11.08,12.65,87.59,7.48,79.45,29.33,50.12,63.08,0.151,0,0,60,20,3.6
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700378,2021,Jun-2021,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.93,12.65,78.5,7.01,66.73,32.24,34.49,51.69,0.084,0,0,60,20,6.01
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700379,2021,Jul-2021,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.62,12.65,83.95,7.32,74.52,31.53,42.99,57.69,0.06,0,0,60,21,4.27
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700380,2021,Aug-2021,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.07,12.65,79.6,6.9,66.61,31.37,35.24,52.9,0.123,0,0,60,20,8.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700381,2021,Sep-2021,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.58,12.65,83.64,6.15,62.38,28.74,33.64,53.93,0.091,0,0,60,20,8.04
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700382,2021,Oct-2021,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.96,12.65,78.74,7.22,68.94,29.72,39.22,56.89,0.188,0,0,60,20,8.67
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700383,2021,Nov-2021,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.39,12.65,82.13,6.2,61.75,22.71,39.04,63.22,0.105,0,0,60,21,5.27
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700384,2021,Dec-2021,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.97,12.65,78.81,6.19,59.16,25.0,34.16,57.74,0.165,0,0,60,20,8.89
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700385,2022,Jan-2022,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.05,12.65,79.45,6.25,60.22,29.96,30.26,50.25,0.112,0,0,60,21,9.38
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700386,2022,Feb-2022,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.64,12.65,84.11,7.41,75.58,28.55,47.03,62.23,0.162,0,0,60,21,3.61
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700387,2022,Mar-2022,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.25,12.65,81.03,6.22,61.12,28.47,32.65,53.42,0.176,0,0,60,20,8.42
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700388,2022,Apr-2022,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.94,12.65,86.48,6.34,66.49,30.22,36.27,54.55,0.153,0,0,60,20,8.26
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700389,2022,May-2022,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.47,12.65,82.77,6.54,65.64,26.66,38.98,59.38,0.199,0,0,60,21,4.16
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700390,2022,Jun-2022,Q2,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.9,12.65,78.26,6.47,61.4,28.68,32.72,53.29,0.067,0,0,60,20,7.11
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700391,2022,Jul-2022,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,10.29,12.65,81.34,6.4,63.13,31.51,31.62,50.09,0.101,0,0,60,21,4.49
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700392,2022,Aug-2022,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.43,12.65,74.55,7.35,66.44,25.75,40.69,61.24,0.137,0,0,60,21,6.07
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700393,2022,Sep-2022,Q3,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.41,12.65,74.39,7.5,67.66,29.98,37.68,55.69,0.138,0,0,60,20,5.09
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700394,2022,Oct-2022,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.68,12.65,76.52,7.18,66.63,25.26,41.37,62.09,0.155,0,0,60,20,4.38
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700395,2022,Nov-2022,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.93,12.65,78.5,6.69,63.68,28.91,34.77,54.6,0.074,0,0,60,20,5.18
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700396,2022,Dec-2022,Q4,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.48,12.65,74.94,6.93,62.98,27.66,35.32,56.08,0.126,0,0,60,20,5.99
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700397,2023,Jan-2023,Q1,Exploration & Production,KG-D6 Deepwater Field,Offshore Field,Andhra Pradesh,N/A,9.76,12.65,77.15,7.07,66.15,32.82,33.33,50.39,0.128,0,0,60,20,5.97
